15020,0.00000,0.00000,0.00000,0.00000
17501,0.00000,-0.00000,0.05250,0.00000
19999,0.00000,-0.00001,0.10750,0.00001
22499,0.00000,-0.00001,0.14000,0.00001
24999,0.00000,-0.00002,0.17750,0.00002
27499,0.00000,0.00000,0.06500,-0.00000
30000,0.00000,0.00006,0.85750,-0.00006
32499,0.00000,0.00006,0.56000,-0.00006
35000,0.00000,0.00006,0.64500,-0.00006
37500,0.00000,0.00012,1.00000,-0.00012
40000,0.00000,0.00006,0.32750,-0.00006
42499,0.00000,-0.00047,1.00000,0.00047
44999,0.00000,-0.00047,1.00000,0.00047
47500,0.00000,0.00005,1.00000,-0.00005
50000,0.00000,0.00057,1.00000,-0.00057
52499,0.00000,0.00004,1.00000,-0.00004
55000,0.00000,0.00012,1.00000,-0.00012
57500,0.00000,0.00033,1.00000,-0.00033
59999,0.00000,-0.00020,1.00000,0.00020
62499,0.00000,-0.00073,1.00000,0.00073
64999,0.00000,-0.00021,0.03750,0.00021
67500,0.00000,0.00031,1.00000,-0.00031
70000,0.00000,0.00031,1.00000,-0.00031
72499,0.00000,-0.00021,1.00000,0.00021
74999,0.00000,-0.00022,1.00000,0.00022
77500,0.00000,0.00028,1.00000,-0.00028
80000,0.00000,0.00074,1.00000,-0.00074
82499,0.00000,0.00022,0.05500,-0.00022
84999,0.00000,-0.00032,1.00000,0.00032
87499,0.00000,-0.00037,1.00000,0.00037
90000,0.00000,0.00020,1.00000,-0.00020
92500,0.00000,0.00060,1.00000,-0.00060
94999,0.00000,0.00007,1.00000,-0.00007
97499,0.00000,-0.00085,1.00000,0.00085
99999,0.00000,-0.00085,1.00000,0.00085
102500,0.00000,0.00020,1.00000,-0.00020
105000,0.00000,0.00064,1.00000,-0.00064
107499,0.00000,-0.00009,1.00000,0.00009
109999,0.00000,-0.00009,0.95000,0.00009
112500,0.00000,0.00095,1.00000,-0.00095
115000,0.00000,0.00064,1.00000,-0.00064
117499,0.00000,-0.00041,1.00000,0.00041
119999,0.00000,-0.00093,1.00000,0.00093
122500,0.00000,0.00011,1.00000,-0.00011
125000,0.00000,0.00064,1.00000,-0.00064
127499,0.00000,-0.00040,1.00000,0.00040
129999,0.00000,-0.00065,1.00000,0.00065
132500,0.00000,0.00040,1.00000,-0.00040
135000,0.00000,0.00118,1.00000,-0.00118
137500,0.00000,0.00065,1.00000,-0.00065
139999,0.00000,-0.00040,1.00000,0.00040
142499,0.00000,-0.00079,1.00000,0.00079
145000,0.00000,0.00026,1.00000,-0.00026
147500,0.00000,0.00118,1.00000,-0.00118
149999,0.00000,0.00013,1.00000,-0.00013
152499,0.00000,-0.00044,1.00000,0.00044
154999,0.00000,-0.00044,1.00000,0.00044
157500,0.00000,0.00060,1.00000,-0.00060
160000,0.00000,0.00165,1.00000,-0.00165
162500,0.00000,0.00060,1.00000,-0.00060
164999,0.00000,-0.00013,1.00000,0.00013
167499,0.00000,-0.00013,1.00000,0.00013
170000,0.00000,0.00092,1.00000,-0.00092
172500,0.00000,0.00060,1.00000,-0.00060
174999,0.00000,-0.00045,1.00000,0.00045
177499,0.00000,-0.00045,1.00000,0.00045
179999,0.00000,-0.00021,1.00000,0.00021
182499,0.00000,-0.00021,1.00000,0.00021
185000,0.00000,0.00007,1.00000,-0.00007
187500,0.00000,0.00111,1.00000,-0.00111
190000,0.00000,0.00112,1.00000,-0.00112
192500,0.00000,0.00112,1.00000,-0.00112
194999,0.00000,0.00007,1.00000,-0.00007
197499,0.00000,-0.00098,1.00000,0.00098
200000,0.00000,0.00007,1.00000,-0.00007
202500,0.00000,0.00064,1.00000,-0.00064
204999,0.00000,-0.00041,1.00000,0.00041
207499,0.00000,-0.00079,1.00000,0.00079
209999,0.00000,-0.00079,1.00000,0.00079
212500,0.00000,0.00026,1.00000,-0.00026
215000,0.00000,0.00131,1.00000,-0.00131
217500,0.00000,0.00131,1.00000,-0.00131
219999,0.00000,0.00026,1.00000,-0.00026
222499,0.00000,-0.00046,1.00000,0.00046
225000,0.00000,0.00058,1.00000,-0.00058
227500,0.00000,0.00101,1.00000,-0.00101
229999,0.00000,-0.00003,1.00000,0.00003
232499,0.00000,-0.00099,1.00000,0.00099
234999,0.00000,-0.00099,1.00000,0.00099
237499,0.00000,-0.00099,1.00000,0.00099
240000,0.00000,0.00006,1.00000,-0.00006
242500,0.00000,0.00110,1.00000,-0.00110
245000,0.00000,0.00110,1.00000,-0.00110
247500,0.00000,0.00110,1.00000,-0.00110
249999,0.00000,0.00006,1.00000,-0.00006
252499,0.00000,-0.00099,1.00000,0.00099
255000,0.00000,0.00006,1.00000,-0.00006
257500,0.00000,0.00044,1.00000,-0.00044
259999,0.00000,-0.00061,1.00000,0.00061
262499,0.00000,-0.00165,1.00000,0.00165
264999,0.00000,-0.00165,1.00000,0.00165
267499,0.00000,-0.00061,1.00000,0.00061
270000,0.00000,0.00044,1.00000,-0.00044
272500,0.00000,0.00149,1.00000,-0.00149
275000,0.00000,0.00044,0.23250,-0.00044
277499,0.00000,0.00001,1.00000,-0.00001
280000,0.00000,0.00053,1.00000,-0.00053
282500,0.00000,0.00149,1.00000,-0.00149
285000,0.00000,0.00045,0.27000,-0.00045
287499,0.00000,-0.00043,1.00000,0.00043
289999,0.00000,-0.00092,1.00000,0.00092
292499,0.00000,-0.00092,1.00000,0.00092
295000,0.00000,0.00013,1.00000,-0.00013
297500,0.00000,0.00117,1.00000,-0.00117
300000,0.00000,0.00117,1.00000,-0.00117
302500,0.00000,0.00117,1.00000,-0.00117
304999,0.00000,0.00012,1.00000,-0.00012
307499,0.00000,-0.00064,1.00000,0.00064
310000,0.00000,0.00041,1.00000,-0.00041
312500,0.00000,0.00145,1.00000,-0.00145
314999,0.00000,0.00041,0.12750,-0.00041
317499,0.00000,-0.00064,1.00000,0.00064
319999,0.00000,-0.00116,1.00000,0.00116
322499,0.00000,-0.00116,1.00000,0.00116
325000,0.00000,-0.00012,1.00000,0.00012
327500,0.00000,0.00080,1.00000,-0.00080
330000,0.00000,0.00028,0.65250,-0.00028
332499,0.00000,-0.00077,1.00000,0.00077
334999,0.00000,-0.00025,0.46750,0.00025
337500,0.00000,0.00062,1.00000,-0.00062
340000,0.00000,0.00082,1.00000,-0.00082
342499,0.00000,-0.00022,1.00000,0.00022
344999,0.00000,-0.00093,1.00000,0.00093
347499,0.00000,-0.00093,1.00000,0.00093
350000,0.00000,0.00011,1.00000,-0.00011
352500,0.00000,0.00116,1.00000,-0.00116
355000,0.00000,0.00116,1.00000,-0.00116
357500,0.00000,0.00088,1.00000,-0.00088
359999,0.00000,-0.00017,1.00000,0.00017
362499,0.00000,-0.00070,1.00000,0.00070
365000,0.00000,0.00035,1.00000,-0.00035
367500,0.00000,0.00140,1.00000,-0.00140
370000,0.00000,0.00088,1.00000,-0.00088
372499,0.00000,-0.00017,1.00000,0.00017
