15021,0.00000,0.00000,0.00000,0.00000
17502,0.00000,-0.00000,0.06500,0.00000
20000,0.00000,-0.00001,0.07375,0.00001
22500,0.00000,-0.00001,0.07625,0.00001
25000,0.00000,-0.00002,0.12125,0.00002
27500,0.00000,-0.00002,0.11375,0.00002
30000,0.00000,-0.00002,0.15875,0.00002
32500,0.00000,-0.00003,0.18375,0.00003
35000,0.00000,0.00003,0.62000,-0.00003
37500,0.00000,-0.00000,0.28875,0.00000
40000,0.00000,0.00002,0.29000,-0.00002
42501,0.00000,0.00017,1.00000,-0.00017
45000,0.00000,0.00017,0.90250,-0.00017
47500,0.00000,-0.00035,1.00000,0.00035
50000,0.00000,-0.00087,1.00000,0.00087
52500,0.00000,-0.00036,1.00000,0.00036
55000,0.00000,-0.00049,1.00000,0.00049
57500,0.00000,-0.00055,1.00000,0.00055
60000,0.00000,-0.00004,1.00000,0.00004
62501,0.00000,0.00048,1.00000,-0.00048
65000,0.00000,-0.00004,1.00000,0.00004
67500,0.00000,-0.00056,1.00000,0.00056
70000,0.00000,-0.00004,1.00000,0.00004
72501,0.00000,0.00047,1.00000,-0.00047
75000,0.00000,-0.00005,1.00000,0.00005
77500,0.00000,-0.00025,1.00000,0.00025
80001,0.00000,0.00027,1.00000,-0.00027
82501,0.00000,0.00079,1.00000,-0.00079
85000,0.00000,0.00021,1.00000,-0.00021
87500,0.00000,-0.00028,1.00000,0.00028
90001,0.00000,0.00021,1.00000,-0.00021
92500,0.00000,-0.00022,1.00000,0.00022
95000,0.00000,-0.00023,1.00000,0.00023
97501,0.00000,0.00080,1.00000,-0.00080
100001,0.00000,0.00184,1.00000,-0.00184
102500,0.00000,0.00080,1.00000,-0.00080
105000,0.00000,0.00041,1.00000,-0.00041
107501,0.00000,0.00099,1.00000,-0.00099
110001,0.00000,0.00099,1.00000,-0.00099
112500,0.00000,-0.00004,1.00000,0.00004
115001,0.00000,0.00042,1.00000,-0.00042
117501,0.00000,0.00134,1.00000,-0.00134
120000,0.00000,0.00030,1.00000,-0.00030
122500,0.00000,-0.00073,1.00000,0.00073
125001,0.00000,0.00031,1.00000,-0.00031
127501,0.00000,0.00102,1.00000,-0.00102
